mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num,has_scored,sentiment_score
4774511968523336,2022-05-29 17:17,晗绪的碎碎叨叨,https://weibo.com/7362091037?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#今天看了看我老弟的数学课本，二三年级的，男女生牵手，贴脸，把熊猫丑化，整个小丑的裤子兜？画风怪异，眼神奇怪 ​,vivo X21屏幕指纹手机,,,https://wx2.sinaimg.cn/thumb150/0082eAbPly1h2pe5qux87j32c0340e84.jpg https://wx3.sinaimg.cn/thumb150/0082eAbPly1h2pe5sfux0j32c0340qv7.jpg https://wx1.sinaimg.cn/thumb150/0082eAbPly1h2pe5uugjyj32c0340e84.jpg https://wx2.sinaimg.cn/thumb150/0082eAbPly1h2pe7hbaooj30qo0zkag0.jpg,https://weibo.com/7362091037/LvgoAzLja?refer_flag=1001030103_,0,0,0,True,0.9999647827964059
4774500145826959,2022-05-29 16:30,橙汁儿陈,https://weibo.com/5673499627?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#居然所有的热搜这么快都被下架了，可真厉害呀#毒教材整改不能避开追责问责##吴勇##人民教育出版社整改说明# 看来后台不是一般小 ​,NEX 3S 5G,,,,https://weibo.com/5673499627/Lvg5worRd?refer_flag=1001030103_,4,11,197,True,0.5780368757694426
4774494068015658,2022-05-29 16:05,橙汁儿陈,https://weibo.com/5673499627?refer_flag=1001030103_,//@我是京京读书:#人民日报评人教版数学教材配图争议# 从开始的说明到道歉，说明事态的严重，还有几个问题。第一、当时为什么可以出版？第二、当时的审查是如何做的？第三、当时都有谁参与？第四、是否存在各种利益输送？第五、是否有其他的势力参与？第六、关于未来对于教材编制问题如何做好相关安排,NEX 3S 5G,,,https://wx1.sinaimg.cn/orj360/0033ImPzly1h2ocy24648j60sm0n5djt02.jpg,https://weibo.com/5673499627/LvfVIxDeO?refer_flag=1001030103_,0,2,2,True,0.9911937121874608
4774486992488993,2022-05-29 15:37,东风雪铁龙修车害人,https://weibo.com/1134984693?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#舆论解决不了已经出现的问题，惩戒才行！还有那个最新声明，感觉也是“不得已而为之”的装样子！尤其那句“符合大众审美”！那些插图究竟哪里有美感了？又符合了什么🤔人的美感呢？让如此丑陋低俗的东西出现，根本就是睁眼瞎所为！不要侮辱大众审美！艺术从来都不是少数人的！ 收起d,iPhone客户端,,,,https://weibo.com/1134984693/LvfKjarv3?refer_flag=1001030103_,0,0,15,True,0.05125997022732909
4774478821197027,2022-05-29 15:05,我爱王一博他真好,https://weibo.com/5897686776?refer_flag=1001030103_,#毒教材整改不能避开追责问责#没有硝烟的战争！#人民日报评人教版数学教材配图争议##如何看待儿童绘本问题频出# ​,iPhone XR,,,,https://weibo.com/5897686776/Lvfx851oT?refer_flag=1001030103_,0,0,0,True,0.9989386018290478
4774478456031514,2022-05-29 15:03,用户2442527192,https://weibo.com/2442527192?refer_flag=1001030103_,《人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版》人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版O网页链接 ​,百度App,,,https://wx4.sinaimg.cn/orj360/919601d8gy1h2padzu0lqj20e00ow40c.jpg,https://weibo.com/2442527192/Lvfwxpj4u?refer_flag=1001030103_,0,0,0,True,0.9999999999974394
4774478444235091,2022-05-29 15:03,用户2442527192,https://weibo.com/2442527192?refer_flag=1001030103_,《人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版》人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版O网页链接 ​,百度App,,,https://wx3.sinaimg.cn/orj360/919601d8gy1h2padu0gi6j20e00ow40c.jpg,https://weibo.com/2442527192/LvfwwhLJV?refer_flag=1001030103_,0,0,0,True,0.9999999999974394
4774468700867768,2022-05-29 14:25,小蔡不菜xz,https://weibo.com/6337406371?refer_flag=1001030103_,来看看以前的数学教科书#人民日报评人教版数学教材配图争议# ​,OPPO A93 5G,,,https://wx3.sinaimg.cn/thumb150/006UT6TNgy1h2p997ouwuj30u013y7wh.jpg https://wx1.sinaimg.cn/thumb150/006UT6TNgy1h2p998acqjj30u013y1kx.jpg https://wx1.sinaimg.cn/thumb150/006UT6TNgy1h2p998peh3j30u013y4qp.jpg https://wx4.sinaimg.cn/thumb150/006UT6TNgy1h2p9993fajj30u013y4qp.jpg https://wx2.sinaimg.cn/thumb150/006UT6TNgy1h2p999oov7j30u013ye6m.jpg https://wx4.sinaimg.cn/thumb150/006UT6TNgy1h2p99ady5cj30u013yhax.jpg https://wx4.sinaimg.cn/thumb150/006UT6TNgy1h2p99avsyfj30u013y1kx.jpg,https://weibo.com/6337406371/LvfgO3DKg?refer_flag=1001030103_,0,0,13,True,0.9988295198199673
4774464645238985,2022-05-29 14:08,小美花猫爱吃鱼,https://weibo.com/5730336658?refer_flag=1001030103_,鲜血换来的国旗，不能倒！中国的领土，一点都不能少！#致敬中国军人##南京大屠杀纪念馆##人民日报评人教版数学教材配图争议##国旗法规定不得倒挂倒插国旗# ​,vivo X50 Pro+,,,https://wx3.sinaimg.cn/thumb150/006fNUkOly1h2p8dyn06qj30jz0p0q82.jpg https://wx4.sinaimg.cn/thumb150/006fNUkOly1h2p8nu6ypyj30u00zc10t.jpg,https://weibo.com/5730336658/LvfaglYTL?refer_flag=1001030103_,0,1,1,True,0.982900623902813
4774445945716963,2022-05-29 12:54,Zveryday-smile,https://weibo.com/7255374626?refer_flag=1001030103_,教育是一个国家文脉文化的传承 孩子们青少年们是国家的未来 作为教育出版社 “人民”二字摆在那，怎么能干出这种事！#人民日报评人教版数学教材配图争议#,OPPO A8,,,,https://weibo.com/7255374626/LveG6nZf5?refer_flag=1001030103_,0,2,13,True,0.999999832194927
4774421102856032,2022-05-29 11:15,衣香鬓影5273996465,https://weibo.com/5273996465?refer_flag=1001030103_,《人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版》人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版O网页链接 ​,百度App,,,https://wx3.sinaimg.cn/orj360/005KV9p7gy1h2p3srb68rj30e00owabw.jpg,https://weibo.com/5273996465/Lve22bYZ2?refer_flag=1001030103_,0,0,0,True,0.9999999999974394
4774418771083343,2022-05-29 11:06,四月睫毛心头肉,https://weibo.com/7565512610?refer_flag=1001030103_,#教育部要求全面排查全国中小学教材# 不仅是插画，整个教育部门都有了问题，教育的内容是越来越离谱，不仅教育不好还在摧毁，编的内容也是乱七八糟，老师累，家长累，学生累，事半功倍，这是故意的吧#人民日报评人教版数学教材配图争议#,iQOO Neo5 生而为赢,,,https://wx4.sinaimg.cn/orj360/007w1S4mly1h2p3apvhgvj30u01400wm.jpg,https://weibo.com/7565512610/LvdYh4xPh?refer_flag=1001030103_,0,0,0,True,0.9974617363215506
4774411800415642,2022-05-29 10:39,林衣倾肖DAYTOY,https://weibo.com/7313089117?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#真的还有人相信人民日报吗？ ​,荣耀20青春版,,,,https://weibo.com/7313089117/LvdN21K7U?refer_flag=1001030103_,0,4,19,True,0.980491103948285
4774403227254819,2022-05-29 10:04,椰子小姐2018,https://weibo.com/6583692638?refer_flag=1001030103_,#人教版数学教材插图引争议# #人教版数学教材# #教材局介入调查人教版数学教材# #如何看待人教版数学教材插图# #人教版数学教材配图争议暴露哪些问题# @人民网 @紫光阁 @人民日报,nova6 自拍大不一样,,,,https://weibo.com/6583692638/Lvdzcurjd?refer_flag=1001030103_,0,0,0,True,0.9999999999869222
4774395921302269,2022-05-29 09:35,不期盼的时光或许刚刚好,https://weibo.com/1710852504?refer_flag=1001030103_,#人教版数学教材配图争议暴露哪些问题##教育部要求全面排查全国中小学教材# 请问《快乐读书吧》小学生必读课外书要不要也查一下？我就想知道这个面包圈对孩子来说是什么味道？@人民日报 @央视新闻 ​,荣耀30 5G,,,https://wx4.sinaimg.cn/thumb150/65f98998ly1h2p0wbrmynj20pj0z041i.jpg https://wx1.sinaimg.cn/thumb150/65f98998ly1h2p0wc1y7oj20zk1bejyk.jpg,https://weibo.com/1710852504/Lvdnq5sMl?refer_flag=1001030103_,0,0,0,True,0.9993013596150709
4774393705660696,2022-05-29 09:27,比尔盖牛258,https://weibo.com/2203917611?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#仅仅是道歉了事吗？ ​,华为Mate30E Pro 5G,,,,https://weibo.com/2203917611/LvdjQnKBy?refer_flag=1001030103_,0,0,0,True,0.8218157831589561
4774392335172338,2022-05-29 09:21,鱼丸小乖,https://weibo.com/1266828924?refer_flag=1001030103_,#人民教育出版社# #教育部要求全面排查全国中小学教材# #人教版数学教材配图争议暴露哪些问题# @人民日报 @紫光阁 不痛不痒的自责和内疚人民群众不需要，只整改不追责并没有任何意义！敌人究竟在哪里强烈建议中央调查组彻查，不要让精日精美分子继续潜伏荼毒祖国的花朵和未来！,iPhone客户端,,,https://wx2.sinaimg.cn/orj360/7c99dc13gy1h2ofp44hpcj20w01ekqjw.jpg,https://weibo.com/1266828924/LvdhDlHyO?refer_flag=1001030103_,0,0,0,True,0.9935783888005756
4774390199488125,2022-05-29 09:13,可爱的海绵小方块,https://weibo.com/5704021625?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#我建议以后空出一大块出来让学生按照自己的想法画课本更好 ​,小米10S,,,,https://weibo.com/5704021625/LvdebDOih?refer_flag=1001030103_,0,0,0,True,0.998916775848373
4774383291730387,2022-05-29 08:45,海棠未眠168,https://weibo.com/6394873114?refer_flag=1001030103_,为什么要删除英雄？希望严查，严惩。#人民日报评人教版数学教材配图争议#,荣耀X30i 5G,,,,https://weibo.com/6394873114/Lvd337g9t?refer_flag=1001030103_,0,0,0,True,0.9856259740878134
4774371606137882,2022-05-29 07:59,本庐,https://weibo.com/2381562320?refer_flag=1001030103_,@人民日报 @教育部 如果教材插图是审美扭曲，那新华字典的举例是不是问题更严重。如果孩子问到，家长又该如何解释？#人教版数学教材配图争议暴露哪些问题##如何看待人教版数学教材插图##教育部要求全面排查全国中小学教材# （配图：纸质版和电子版） ​,iPhone客户端,,,https://wx3.sinaimg.cn/orj360/8df3c1d0gy1h2oy0z8strj21400u0109.jpg https://wx1.sinaimg.cn/orj360/8df3c1d0gy1h2oy16ezvnj21400u07ip.jpg https://wx3.sinaimg.cn/orj360/8df3c1d0gy1h2oy47o1xjj20v91jlnpd.jpg https://wx2.sinaimg.cn/orj360/8df3c1d0gy1h2oy0yebwqj20v91jl7dm.jpg,https://weibo.com/2381562320/LvcKcpKK6?refer_flag=1001030103_,0,0,0,True,0.9999999833925024
4774369656832599,2022-05-29 07:51,比尔盖牛258,https://weibo.com/2203917611?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#不认同人民日报的逻辑 ​,华为Mate30E Pro 5G,,,,https://weibo.com/2203917611/LvcH3sFtd?refer_flag=1001030103_,0,0,0,True,0.960247506385282
4774357194508349,2022-05-29 07:02,可爱奋斗012,https://weibo.com/6283140416?refer_flag=1001030103_,《人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造》人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造O网页链接 ​,百度App,,,https://wx1.sinaimg.cn/orj360/006RdpQsly1h2owgn0uksj30e00owwgb.jpg,https://weibo.com/6283140416/LvcmXiUPj?refer_flag=1001030103_,0,0,0,True,0.9999999998973077
4774357185856490,2022-05-29 07:01,可爱奋斗012,https://weibo.com/6283140416?refer_flag=1001030103_,《人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造》人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造O网页链接 ​,百度App,,,https://wx3.sinaimg.cn/orj360/006RdpQsly1h2owglj7ikj30e00owwgb.jpg,https://weibo.com/6283140416/LvcmWozxw?refer_flag=1001030103_,0,0,0,True,0.9999999998973077
4774335229985292,2022-05-29 05:34,江恩操盘战队,https://weibo.com/5261611671?refer_flag=1001030103_,人民日报这是护犊子式开脱，甚至不只是护犊子式开脱！如果 仅仅是审美问题，本身压根就没有问题，无需修改。美与丑相辅相成，甚至是无二无别的一体及相互转换！岂可儿戏？！《人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版》人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造 你怎么看 教科书 人教版O网页链接 收起d,百度App,,,https://wx2.sinaimg.cn/orj360/005K5byngy1h2otx7bsd7j30e00owwgb.jpg,https://weibo.com/5261611671/LvbNwFTD6?refer_flag=1001030103_,0,0,0,True,0.9999999998898423
4774310742851760,2022-05-29 03:57,Double木166,https://weibo.com/7682702403?refer_flag=1001030103_,#教育部责成人教社立即整改##人教版数学教材配图争议暴露哪些问题##如何看待人教版数学教材插图##文化自信与民族复兴##文化战争# @人民日报 让我回想起之前看过的央视的纪录片，并又拿出了我许久未碰的小学的苏教版语文书，没有对比就没有伤害。世界性战争必然少不了文化战争，毫无疑问，战争就在我们身边。当中国的国运在持续上升，不断靠近世界舞台的中心时，西方势力总是试图在根本上消解掉我们对自己国家、文化的认同 2海口·碧桂园・滨江海岸领海 收起d,nova4自拍极点全面屏,http://t.cn/RxdwURA,海口·碧桂园・滨江海岸领海,https://wx2.sinaimg.cn/thumb150/008nVPQTgy1h2oqdxvt5lj30ee08aq4b.jpg https://wx4.sinaimg.cn/thumb150/008nVPQTgy1h2oqdyhk9tj30go0n3wj5.jpg https://wx2.sinaimg.cn/thumb150/008nVPQTgy1h2oqdz7j9mj30bx0fqjtp.jpg https://wx1.sinaimg.cn/thumb150/008nVPQTgy1h2oqdzrexij30e50h1q63.jpg https://wx2.sinaimg.cn/thumb150/008nVPQTgy1h2or21zdw3j30u00hiju9.jpg https://wx3.sinaimg.cn/thumb150/008nVPQTgy1h2or22epomj30u00iw774.jpg https://wx2.sinaimg.cn/thumb150/008nVPQTgy1h2or22xzphj30u00kmdjc.jpg https://wx2.sinaimg.cn/thumb150/008nVPQTgy1h2or3yhytoj30u01s6nb2.jpg,https://weibo.com/7682702403/Lvba2bXS8?refer_flag=1001030103_,0,2,2,True,1.0
4774280124433624,2022-05-29 01:55,安折陆,https://weibo.com/7740861689?refer_flag=1001030103_,#人教版数学教材配图争议暴露哪些问题#深深的无力感，凉透了，没信心了，最后大事化小，小事化无@人民日报 @人民网 @人民教育出版社微博 #教育部回应教材插图事件# ​,见不得刀子Android,,,,https://weibo.com/7740861689/LvamEiBo4?refer_flag=1001030103_,0,0,0,True,0.999997574597872
4774274818900493,2022-05-29 01:34,花奴的快乐生活,https://weibo.com/6485401033?refer_flag=1001030103_,现任一把手和十年前的一把手出来向全国人民鞠躬道歉#人民日报评人教版数学教材配图争议# #人教版数学教材# #教育部# #教材局介入调查人教版数学教材# #毒教材必须引发全社会反思# #人教社保证9月1日前全面整改到位##人教社发布教材插图问题的整改说明#,vivo Z5x性能实力派,,,https://wx4.sinaimg.cn/orj360/0034c2ttly1h2odo17k5nj60j20qfgp502.jpg,https://weibo.com/6485401033/Lvae5Blql?refer_flag=1001030103_,0,0,0,True,0.9737865110994299
4774264211243199,2022-05-29 00:52,生活让我们学会长大,https://weibo.com/2835813433?refer_flag=1001030103_,#人教版数学教材配图争议暴露哪些问题#发生的已经连夜带走了，不知道老百姓真的就是狗吗？旺旺一下也不行了？@人民日报 @燕赵都市报 @一点资讯河北 ​,Redmi K40,,,https://wx3.sinaimg.cn/thumb150/a9071439ly1h2olqnqs63j20u01uodoe.jpg https://wx2.sinaimg.cn/thumb150/a9071439ly1h2olqo1tvxj20u01uodnp.jpg https://wx3.sinaimg.cn/thumb150/a9071439ly1h2olqobmzuj20u01uojzx.jpg,https://weibo.com/2835813433/Lv9WZ5dpB?refer_flag=1001030103_,0,2,1,True,0.9998219916917938
4774263720774383,2022-05-29 00:50,生活让我们学会长大,https://weibo.com/2835813433?refer_flag=1001030103_,#人教版数学教材配图争议暴露哪些问题#人民的公众号，别人可能看不懂，但我们任县的老百姓都懂！@一点资讯河北 @河北日报 @燕赵都市报 @人民日报 ​,Redmi K40,,,https://wx1.sinaimg.cn/thumb150/a9071439ly1h2olq13pv8j20u01uowoy.jpg https://wx1.sinaimg.cn/thumb150/a9071439ly1h2olq1wep6j20u01uoqld.jpg https://wx2.sinaimg.cn/thumb150/a9071439ly1h2olq2aop3j20u01uo7in.jpg https://wx3.sinaimg.cn/thumb150/a9071439ly1h2olq2k9edj20u01uo13e.jpg https://wx3.sinaimg.cn/thumb150/a9071439ly1h2olq2uoq3j20u01swgru.jpg https://wx4.sinaimg.cn/thumb150/a9071439ly1h2olq34ke4j20u01swgrq.jpg https://wx2.sinaimg.cn/thumb150/a9071439ly1h2olq3h7jfj20u01swag1.jpg https://wx1.sinaimg.cn/thumb150/a9071439ly1h2olq3qwzkj20u01swagq.jpg https://wx2.sinaimg.cn/thumb150/a9071439ly1h2olq49al5j20u01uoney.jpg,https://weibo.com/2835813433/Lv9Wc3fs3?refer_flag=1001030103_,3,3,7,True,0.9999999175543149
4774257849271454,2022-05-29 00:27,青汁汁汁汁汁汁汁,https://weibo.com/6004820217?refer_flag=1001030103_,@中新经纬 @人民日报 @央视财经 @每日经济新闻 #人教版数学教材配图争议暴露哪些问题##如何看待人教版数学教材插图##教育部要求全面排查全国中小学教材##5岁孩子怎么看争议教材插图#救命！ 这张图真真的恶心到了我了，这是什么超短裙配堆堆袜，女生自己掀裙子日本艺伎的表情，经典日式内八字腿，膝盖还打了腮红。现在所有的图片不止有性/暗示，儿童眼神跟/吸du一样涣散了，精日精美，这是能扯审美扯钱？听说语文教材把朱自清的背影都删了？连鲁迅也删了？这是真的吗？还有得救吗？我想是没救了！我之前只是听说外国势力在微博有养人，现在发现就是在内部，从内部底座开始瓦解。 收起d,Android,,,https://wx2.sinaimg.cn/orj360/006ynC2Zgy1h2okilb8sdj30r30rz0zd.jpg,https://weibo.com/6004820217/Lv9MICTVA?refer_flag=1001030103_,0,0,0,True,0.9999999999999996
4774250252337935,2022-05-28 23:57,-浮笙歌-,https://weibo.com/6582354285?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议##景甜违法广告代言被处罚# 不要拉明星的事降热度 💦 ​,vivo S7轻薄自拍旗舰,,,,https://weibo.com/6582354285/Lv9At9OcD?refer_flag=1001030103_,0,0,26,True,0.6515812185043949
4774248491520816,2022-05-28 23:50,孤独的旅人1990,https://weibo.com/5725856923?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#国家安全局举报电话：12339按0转人工，真的可以举报 ​,Note 9 Pro 一亿像素,,,,https://weibo.com/5725856923/Lv9xD6nDi?refer_flag=1001030103_,0,0,0,True,0.17200082146130213
4774247970635984,2022-05-28 23:47,河南叶孤城,https://weibo.com/2106670080?refer_flag=1001030103_,孩子考试要组了这个词，老师是判对还是判错？@人民日报 @人民出版社 @人民大会堂 #人教版数学教材配图争议暴露哪些问题# ​,OPPO A92s,,,https://wx3.sinaimg.cn/orj360/7d913c00ly1h2ojukuxnnj20u01uo4dk.jpg,https://weibo.com/2106670080/Lv9wN2FrO?refer_flag=1001030103_,0,0,0,True,0.9999991252874736
4774245764437319,2022-05-28 23:39,MenG萌子酱,https://weibo.com/5396825525?refer_flag=1001030103_,希望能严查彻查！追责严惩！@央视新闻 @人民日报 #人教版数学教材配图争议暴露哪些问题# #如何看待人教版数学教材插图# #人教社保证9月1日前全面整改到位#,iPhone 13,,,https://wx1.sinaimg.cn/orj360/0033ImPzly1h2ocy24648j60sm0n5djt02.jpg,https://weibo.com/5396825525/Lv9teiClF?refer_flag=1001030103_,0,0,0,True,0.9772496331025825
4774244645339790,2022-05-28 23:34,庐山璀璨Veg家的温泉民宿,https://weibo.com/5391492092?refer_flag=1001030103_,把“吃掉朋友”视为理所当然的儿童读物，对儿童不可能提供任何正面的教育意义，只会扭曲儿童的天性，作者的心里有多麻木黑暗才能做出这样的绘本？#人教版数学教材##人教版数学教材配图争议暴露哪些问题##儿童教育#@头条新闻 @人民日报 @新浪新闻 ​,新版微博 weibo.com,,,https://wx4.sinaimg.cn/orj360/005SS9nSgy1h2ojh9828mj30rs14i16o.jpg,https://weibo.com/5391492092/Lv9rqmp7E?refer_flag=1001030103_,1,0,1,True,0.9999999999998246
4774243009565747,2022-05-28 23:28,货币之子,https://weibo.com/1364503632?refer_flag=1001030103_,#人教版数学教材##教材局介入调查人教版数学教材##人民日报评人教版数学教材配图争议##人教版数学教材插图引争议##如何看待人教版数学教材插图# 岂止是教材里面的插图，早在2014年就有人发现教材里面的【内容】都有问题『O网页链接』O网页链接 ​,HUAWEI nova 2s,,,,https://weibo.com/1364503632/Lv9oME8uf?refer_flag=1001030103_,0,0,0,True,0.9999999999999618
4774241297763221,2022-05-28 23:21,吉林乌拉圈,https://weibo.com/2487830357?refer_flag=1001030103_,#教育部回应教材插图事件#  人民日报评“人教版数学教材配图争议”：教材里有真理有家国，也有灵魂塑造。 L元气综艺社的微博视频 ​,微博视频号,,,,https://weibo.com/2487830357/Lv9m1wzzf?refer_flag=1001030103_,0,0,0,True,0.9999689257068612
4774241176128074,2022-05-28 23:21,荷田田yy,https://weibo.com/5524477182?refer_flag=1001030103_,人民日报评人教版数学教材配图争议，如何看待近期教材插图事件？ 👉 O网页链接 来源：@知乎 @申典启 ​,知乎客户端,,,https://wx2.sinaimg.cn/orj360/0061S8SGly1h2oj4pwqcgj30ri62r1e4.jpg,https://weibo.com/5524477182/Lv9lPpIbU?refer_flag=1001030103_,0,0,0,True,0.9999990608915195
4774241054753145,2022-05-28 23:20,荷田田yy,https://weibo.com/5524477182?refer_flag=1001030103_,人民日报评人教版数学教材配图争议，如何看待近期教材插图事件？ 👉 O网页链接 来源：@知乎 ​,知乎客户端,,,https://wx4.sinaimg.cn/orj360/0061S8SGly1h2oj4eqz18j30ri62r4jw.jpg,https://weibo.com/5524477182/Lv9lDjWvD?refer_flag=1001030103_,0,0,0,True,0.9999899457623278
4774240266491338,2022-05-28 23:17,一米一野猫岩,https://weibo.com/5719982733?refer_flag=1001030103_,#人民日报评人教版数学教材配图争议#这么怕被说啊 ​,HarmonyOS设备,,,https://wx4.sinaimg.cn/orj360/006f6sO1ly1h2oj0pjn2lj30u01cpdm9.jpg,https://weibo.com/5719982733/Lv9kmreH0?refer_flag=1001030103_,1,2,26,True,0.9186423837943696
